MGI	HGNC
Depdc7	DEPDC7
Per3	PER3
Drd4	DRD4
Hcn4	HCN4
Sh3bp4	SH3BP4
Cox6a2	COX6A2
Gm16381	UBL5
Camp	CAMP
Mrpl15	MRPL15
Nudt22	NUDT22
Tnik	TNIK
Pdha2	PDHA2
Ciapin1	CIAPIN1
Pcbd2	PCBD2
Tex14	TEX14
Dpf2	DPF2
Tm4sf5	TM4SF5
Eef1d	EEF1D
Surf2	SURF2
Dnah12	DNAH12
Zbtb6	ZBTB6
Ssx9	SSX5
Ssx9	SSX1
Ssx9	SSX3
Glo1	GLO1
Cdca5	CDCA5
Tspan14	TSPAN14
Zfhx3	ZFHX3
Tceal6	TCEAL5
Tceal6	TCEAL3
Lrrc24	LRRC24
Sh3bp1	SH3BP1
Emid1	EMID1
Rbl2	RBL2
Nup155	NUP155
Gm1673	C4orf48
Xk	XK
Gm1043	C4orf50
Ccdc125	CCDC125
Abraxas1	ABRAXAS1
Ndst2	NDST2
Pcm1	PCM1
Clhc1	CLHC1
Tdrp	TDRP
Nectin1	NECTIN1
Dcaf10	DCAF10
Mak	MAK
Abra	ABRA
Fbxo18	FBH1
Dync1i2	DYNC1I2
Nr4a3	NR4A3
Parp10	PARP10
Smim11	SMIM11B
Smc1a	SMC1A
Mob3a	MOB3A
Olfr658	OR52N4
Robo2	ROBO2
Ift46	IFT46
Zpbp2	ZPBP2
Elob	ELOB
Zbtb7a	ZBTB7A
Gm45062	UMAD1
Mtbp	MTBP
Pkp4	PKP4
Dnajc6	DNAJC6
Gm13306	CCL27
U2af1	U2AF1L5
Rpp25l	RPP25L
Ybey	YBEY
Pltp	PLTP
Serpinb3c	SERPINB4
Serpinb3c	SERPINB3
Hhla1	HHLA1
Thsd1	THSD1
Serpina3g	SERPINA3
Nrap	NRAP
Apoh	APOH
Strip2	STRIP2
Nkx2-3	NKX2-3
Tox2	TOX2
Lims1	LIMS4
Elp4	ELP4
Mc2r	MC2R
Plekhj1	PLEKHJ1
Kat7	KAT7
Dcx	DCX
Lmntd2	LMNTD2
Pcbp3	PCBP3
Mgat3	MGAT3
Dcaf4	DCAF4L2
Spcs3	SPCS3
Cebpzos	CEBPZOS
Trpm3	TRPM3
Dnajc13	DNAJC13
Clrn3	CLRN3
Itgb4	ITGB4
Lrrc8e	LRRC8E
Mapre3	MAPRE3
Mak16	MAK16
Mrpl58	MRPL58
Adgre1	ADGRE1
Smarcc1	SMARCC1
Cep85l	CEP85L
Txk	TXK
Cdh24	CDH24
Tpbgl	TPBGL
Anxa7	ANXA7
Ssxb6	SSX5
Ssxb6	SSX1
Ssxb6	SSX3
Reps2	REPS2
Morf4l2	MORF4L2
Jakmip1	JAKMIP1
Gnpda2	GNPDA2
Snurf	SNURF
Tmem40	TMEM40
Pipox	PIPOX
Krt16	KRT16
Ckap2	CKAP2
Tcp10a	TCP10L
Ugt2a1	UGT2A1
Gdf5	GDF5
Fam118b	FAM118B
Sftpa1	SFTPA1
BC031181	C18orf32
Ssr1	SSR1
Fam76a	FAM76A
Slco1a1	SLCO1A2
Mis12	MIS12
Plk1	PLK1
Ttc21a	TTC21A
Rexo4	REXO4
Apol7a	APOL4
Apol7a	APOL2
Apol7a	APOL1
Lifr	LIFR
Ttc16	TTC16
Usp54	USP54
Ly6g6f	LY6G6F
Erp44	ERP44
Stag2	STAG2
Ubac2	UBAC2
Kif2b	KIF2B
Dock9	DOCK9
Olfr671	OR52E8
Olfr671	OR52E6
Ssr4	SSR4
Tmem74b	TMEM74B
Plekha8	PLEKHA8
Set	SET
Rusc2	RUSC2
Smchd1	SMCHD1
Zfp319	ZNF319
Eif1	EIF1
Serpinb1a	SERPINB1
Gm13698	CWC22
Dyrk1a	DYRK1A
Serpinb2	SERPINB2
Rps13	RPS13
Lrp2	LRP2
1600002K03Rik	C19orf24
Aadacl4	AADACL4
Sfxn2	SFXN2
Car9	CA9
Jarid2	JARID2
Ppp2r3c	PPP2R3C
Slfn3	SLFN12
Slfn3	SLFN12L
Trim47	TRIM47
Dna2	DNA2
Cutc	CUTC
Olfr434	OR2A1
Olfr434	OR2A42
Fam49a	FAM49A
Qtrt2	QTRT2
Ghrl	GHRL
Aanat	AANAT
Rbbp6	RBBP6
Mroh6	MROH6
Aoah	AOAH
Atf7ip	ATF7IP
Med18	MED18
Pgam1	PGAM1
Ifna2	IFNA21
Ifna2	IFNA4
Ifna2	IFNA14
Ifna2	IFNA10
Ifna2	IFNA16
Ifna2	IFNA17
Ifna2	IFNA7
Ifna2	IFNA5
Ifna2	IFNA6
Ifna2	IFNA13
Ifna2	IFNA2
Ifna2	IFNA8
Ifna2	IFNA1
Rnf213	RNF213
Mtmr2	MTMR2
Wdr48	WDR48
Myo5c	MYO5C
Cd74	CD74
Raph1	RAPH1
Sh2d1a	SH2D1A
Ubqlnl	UBQLNL
Commd8	COMMD8
Pcmt1	PCMT1
Slc5a10	SLC5A10
Tbc1d13	TBC1D13
Sema4c	SEMA4C
Gm43638	UGT2A1
Tm9sf4	TM9SF4
Atp6v1a	ATP6V1A
Atp5h	ATP5PD
Tex19.2	TEX19
Cib2	CIB2
Atp2b3	ATP2B3
Olfr412	OR1D2
Ccl22	CCL22
Olfm4	OLFM4
Cd28	CD28
Avpr2	AVPR2
Pou4f2	POU4F2
Adcy4	ADCY4
Baz2b	BAZ2B
Fancl	FANCL
Stk24	STK24
Iglc4	IGLL5
Iglc4	IGLC1
Iglc4	IGLC2
Iglc4	IGLC3
Iglc4	IGLC7
Iglc4	IGLL1
Mcat	MCAT
Gorasp1	GORASP1
Cracr2b	CRACR2B
Scml2	SCML2
Chp2	CHP2
Rhox10	SHOX
Trim29	TRIM29
Trappc5	TRAPPC5
Dtna	DTNA
Atoh8	ATOH8
Gm5751	SSX5
Gm5751	SSX1
Gm5751	SSX3
Axin2	AXIN2
Diaph3	DIAPH3
Abcb4	ABCB4
Fgf23	FGF23
Zmym3	ZMYM3
Gale	GALE
Acyp2	ACYP2
Il17rd	IL17RD
Lrrn1	LRRN1
Grtp1	GRTP1
Ttc36	TTC36
Atf4	ATF4
Reln	RELN
Nps	NPS
Olfr669	OR52N5
Sept9	SEPT9
Plac9a	PLAC9
Nap1l2	NAP1L2
Foxd4	FOXD4L6
Foxd4	FOXD4L4
Tmem212	TMEM212
Hemk1	HEMK1
Phka1	PHKA1
Olfr441	OR2A14
Cops4	COPS4
Ptafr	PTAFR
4931408C20Rik	SPATA31E1
Cacng5	CACNG5
Utp23	UTP23
Lmo4	LMO4
Sh2b2	SH2B2
Lmbr1	LMBR1
Abcb11	ABCB11
1700047I17Rik2	FAM177A1
Sycp2l	SYCP2L
Stxbp4	STXBP4
Gm5724	SLCO1A2
Pcdha9	PCDHA10
Ftmt	FTMT
Aqp7	AQP7
Rnf225	RNF225
Nprl2	NPRL2
Cenpi	CENPI
Hnrnpa3	HNRNPA3
Igdcc4	IGDCC4
Ppef1	PPEF1
Rnf212	RNF212
Epc2	EPC2
Cd151	CD151
Cmtm2b	CMTM2
Chsy3	CHSY3
Katna1	KATNA1
Nfatc2ip	NFATC2IP
1110008L16Rik	KIAA0391
Arcn1	ARCN1
Gm14459	SSX5
Gm14459	SSX1
Gm14459	SSX3
Fam122b	FAM122B
Mus81	MUS81
Tnfsf15	TNFSF15
Rrm2b	RRM2B
Gltpd2	GLTPD2
Trf	TF
Insyn1	INSYN1
Gpr139	GPR139
Mpeg1	MPEG1
Apol8	APOL4
Apol8	APOL2
Apol8	APOL1
Zbtb45	ZBTB45
Pik3c2a	PIK3C2A
Ankmy2	ANKMY2
Scarb2	SCARB2
Prss54	PRSS54
Letm2	LETM2
Mafa	MAFA
Wbp2	WBP2
St8sia3	ST8SIA3
Frmd8	FRMD8
Spata19	SPATA19
Stk11	STK11
Cluh	CLUH
Tgfbr1	TGFBR1
Mbd5	MBD5
Slco1a5	SLCO1A2
Borcs7	BORCS7-ASMT
Borcs7	BORCS7
Map2k7	MAP2K7
Zbtb5	ZBTB5
Pgrmc2	PGRMC2
Olfr638	OR51Q1
Actrt3	ACTRT3
Acpp	ACPP
Fam3a	FAM3A
Qser1	QSER1
Itgav	ITGAV
Vrk2	VRK2
Tecr	TECR
Snx21	SNX21
Dnaic1	DNAI1
Usp48	USP48
Serpina3n	SERPINA3
Stra6	STRA6
Zbtb9	ZBTB9
Efr3a	EFR3A
Ncald	NCALD
Hexdc	HEXDC
Jagn1	JAGN1
Tle3	TLE3
Sf3a1	SF3A1
Myl6	MYL6
Rassf7	RASSF7
Slc13a2	SLC13A2
Entpd7	ENTPD7
Xirp1	XIRP1
Top2a	TOP2A
Gm7324	RBMXL1
Gnb4	GNB4
Zfp869	ZNF625-ZNF20
F10	F10
Tmem72	TMEM72
Sult6b1	SULT6B1
Cox11	COX11
Pcgf5	PCGF5
Mfap2	MFAP2
Fbxw7	FBXW7
Zfp445	ZNF445
Ccbe1	CCBE1
Mrps27	MRPS27
M6pr	M6PR
Hira	HIRA
Car8	CA8
Stip1	STIP1
Slc6a3	SLC6A3
Slc25a48	SLC25A48
B230118H07Rik	C11orf74
Olfr699	OR2AG2
Olfr699	OR2AG1
Fth1	FTH1
Mtap	MTAP
Evc2	EVC2
Hapln1	HAPLN1
Faap24	FAAP24
Serpinb8	SERPINB8
9430007A20Rik	AADACL4
Higd1b	HIGD1B
Gatb	GATB
Olfr235	OR5AN1
Hnrnpc	HNRNPCL1
Hnrnpc	HNRNPCL3
Hnrnpc	HNRNPCL2
Hnrnpc	HNRNPCL4
Tceal1	TCEAL1
Olfr448	OR2A5
Sri	SRI
Ebf4	EBF4
Adam22	ADAM22
Brs3	BRS3
Lrp11	LRP11
Ap5b1	AP5B1
Tec	TEC
Gstz1	GSTZ1
Ankef1	ANKEF1
Clec4g	CLEC4G
Pcx	PC
Zfp91	ZFP91
Zfp91	ZFP91-CNTF
Timm10	TIMM10
Kansl1	KANSL1
Actl9	ACTL9
Slc10a4	SLC10A4
Shisa5	SHISA5
Tmem25	TMEM25
Gbx2	GBX2
H2afx	H2AFX
Isg20	ISG20
Eif3m	EIF3M
Otop3	OTOP3
Olfr503	OR52N4
Akap2	AKAP2
Akap2	PALM2-AKAP2
Neurl2	NEURL2
Paxbp1	PAXBP1
Rims4	RIMS4
Abcc6	ABCC6
Sept12	SEPT12
Snap25	SNAP25
Arap2	ARAP2
Gm9774	ADRM1
Mmp16	MMP16
Nudt13	NUDT13
Fam110a	FAM110A
Igsf6	IGSF6
Abi2	ABI2
Heatr9	HEATR9
Tmub2	TMUB2
Zfp518a	ZNF518A
Ccm2l	CCM2L
Rreb1	RREB1
Tbc1d9	TBC1D9
Dscr3	VPS26C
D3Ertd751e	C4orf33
Olfr706	OR2AG2
Olfr706	OR2AG1
Cplane1	CPLANE1
Pcdhac2	PCDHAC2
Efna2	EFNA2
Parp4	PARP4
Mynn	MYNN
Irak2	IRAK2
Gbp10	GBP6
Mrpl34	MRPL34
Ebf2	EBF2
Gm42417	ANKRD23
Zfp182	ZNF182
Chrna7	CHRFAM7A
Ttc21b	TTC21B
Ttc3	TTC3
Cryaa	CRYAA2
Cryaa	CRYAA
Slc10a3	SLC10A3
Rnf114	RNF114
Gnaz	GNAZ
Pmp2	PMP2
Ptprz1	PTPRZ1
Mpzl3	MPZL3
Nol11	NOL11
Nudcd3	NUDCD3
Skap2	SKAP2
Efr3b	EFR3B
Lgals2	LGALS2
Tmem184c	TMEM184C
Trex1	TREX1
Dact2	DACT2
Acad11	ACAD11
Rpl17	RPL17
Tepp	TEPP
R3hdml	R3HDML
Emilin3	EMILIN3
Gata4	GATA4
Lrp5	LRP5
Lrp5	LRP5L
Fam170b	FAM170B
Zfp287	ZNF287
Ssbp2	SSBP2
Pcdha4	PCDHA4
Tcf7l1	TCF7L1
Olfr362	OR1B1
Rnf13	RNF13
Trim30c	TRIM5
Pcsk1n	PCSK1N
Kmt2a	KMT2A
Btaf1	BTAF1
Dtx4	DTX4
Scarf1	SCARF1
H2-Eb2	HLA-DRB5
H2-Eb2	HLA-DRB1
Gjb3	GJB3
Cdnf	CDNF
Ubtf	UBTF
Ddi1	DDI1
Irx5	IRX5
Map3k8	MAP3K8
Kirrel2	KIRREL2
Oxr1	OXR1
Cdc42ep3	CDC42EP3
Med15	MED15
Synm	SYNM
Cmtm5	CMTM5
Slc1a1	SLC1A1
2610028H24Rik	C21orf58
Kcmf1	KCMF1
Slc26a1	SLC26A1
Kmt5b	KMT5B
Rarres1	RARRES1
Sec11c	SEC11C
Slfn14	SLFN14
Gramd1c	GRAMD1C
Lpar6	LPAR6
Vamp2	VAMP2
Lyrm9	LYRM9
Olfr453	OR2F2
Olfr453	OR2F1
Gpc4	GPC4
Spatc1	SPATC1
Slco6c1	SLCO6A1
Olfr635	OR51Q1
Igf1r	IGF1R
Abhd16a	ABHD16A
Orai2	ORAI2
Sept4	SEPT4
Slc6a19	SLC6A19
Gas2l2	GAS2L2
Sdr42e1	SDR42E1
Evc	EVC
Clec4n	CLEC6A
Gm10073	RPLP1
Birc6	BIRC6
Itga4	ITGA4
Pcdha5	PCDHA5
Itpr3	ITPR3
Trim34b	TRIM34
Trim34b	TRIM6-TRIM34
Ssu72	SSU72
Tmem211	TMEM211
Zfp748	ZNF845
Fitm2	FITM2
Dok4	DOK4
Chst13	CHST13
Tmem28	FAM155B
Padi1	PADI1
Ins2	INS
Mfng	MFNG
Depp1	DEPP1
BC030867	C17orf53
H2afb3	H2AFB2
H2afb3	H2AFB3
Map3k3	MAP3K3
Ankrd31	ANKRD31
Xrcc2	XRCC2
Rpp30	RPP30
Lpl	LPL
Efcab3	EFCAB3
Slc6a8	SLC6A8
Eya3	EYA3
Hsf2bp	HSF2BP
Fto	FTO
Efl1	EFL1
Cst7	CST7
P2ry1	P2RY1
Hdac4	HDAC4
D430041D05Rik	KIAA1549L
Kctd8	KCTD8
Igsf9b	IGSF9B
Fbxo33	FBXO33
Hgf	HGF
Dhx29	DHX29
Ifna7	IFNA21
Ifna7	IFNA4
Ifna7	IFNA14
Ifna7	IFNA10
Ifna7	IFNA16
Ifna7	IFNA17
Ifna7	IFNA7
Ifna7	IFNA5
Ifna7	IFNA6
Ifna7	IFNA13
Ifna7	IFNA2
Ifna7	IFNA8
Ifna7	IFNA1
Mical3	MICAL3
Myl6b	MYL6B
Spry2	SPRY2
Olfr447	OR2A25
Mlf1	MLF1
Trpv3	TRPV3
Rest	REST
Prdx3	PRDX3
Fam213a	PRXL2A
Acr	ACR
Rbmxl1	RBMXL1
Rab1a	RAB1A
Ptger1	PTGER1
4931409K22Rik	IQCA1L
Pcdh8	PCDH8
Cracr2a	CRACR2A
Olfr403	OR1A2
Olfr403	OR1A1
Fam243	FAM243B
Lrrc75a	LRRC75A
Pla2g4b	JMJD7-PLA2G4B
Pla2g4b	PLA2G4B
Nrip3	NRIP3
Ahcy	AHCY
Aph1c	APH1B
Gm1113	VSIG10L2
Psmd7	PSMD7
Trpv2	TRPV2
Trim6	TRIM6
Prkd3	PRKD3
Gjc1	GJC1
Inpp5f	INPP5F
Farp1	FARP1
Smoc2	SMOC2
Gapt	GAPT
C1qb	C1QB
Alg12	ALG12
Mbtd1	MBTD1
Dbf4	DBF4
Gdnf	GDNF
Bbs5	BBS5
Jak1	JAK1
Plg	PLGLB1
Plg	PLGLB2
Cavin1	CAVIN1
Hadhb	HADHB
Gas1	GAS1
Herpud2	HERPUD2
Rhbdd2	RHBDD2
Erich1	ERICH1
Trim12c	TRIM5
Arhgef26	ARHGEF26
Lpin2	LPIN2
Frg2f1	FRG2B
Fam129b	FAM129B
Cmtm7	CMTM7
Gm49322	ADAT3
Ulk4	ULK4
Synj1	SYNJ1
Stmnd1	STMND1
Dhrs13	DHRS13
Olfr646	OR52D1
Gria4	GRIA4
St18	ST18
Nkx6-1	NKX6-1
Fam219a	FAM219A
Rnf215	RNF215
Fam126a	FAM126A
Fhdc1	FHDC1
Steap4	STEAP4
Tead4	TEAD4
Olfr409-ps1	OR1P1
Zer1	ZER1
Lrrc38	LRRC38
Smo	SMO
Ly6l	LY6L
Mrgbp	MRGBP
Slc19a1	SLC19A1
Sf3b1	SF3B1
Acer2	ACER2
Dnmt3l	DNMT3L
Olfr1289	OR4F4
Zcwpw1	ZCWPW1
Kctd19	KCTD19
Rab6b	RAB6B
Hypm	HYPM
Mex3b	MEX3B
Gtpbp2	GTPBP2
Smpdl3b	SMPDL3B
Wdr24	WDR24
Lats1	LATS1
Arl3	ARL3
Olfr678	OR52E5
Rapgefl1	RAPGEFL1
4933405O20Rik	IDH3G
Ide	IDE
Chd7	CHD7
Ewsr1	EWSR1
Cntd1	CNTD1
Mctp1	MCTP1
Eya1	EYA1
Azi2	AZI2
As3mt	AS3MT
Serpina1e	SERPINA1
Cntf	CNTF
Rasa1	RASA1
Olfr715b	OR2D2
Ces2c	CES2
Flrt1	FLRT1
Mcm8	MCM8
Gfap	GFAP
Lrfn2	LRFN2
Muc20	MUC20
Otud6a	OTUD6A
Tmem167	TMEM167A
Crmp1	CRMP1
Edem1	EDEM1
Phf2	PHF2
Phc1	PHC1
Rora	RORA
Sar1b	SAR1B
Ankrd65	ANKRD65
Ocel1	OCEL1
Trim5	TRIM5
Plin2	PLIN2
Zfand3	ZFAND3
Gpcpd1	GPCPD1
Spink5	SPINK5
Zfp729b	ZNF845
Cdc123	CDC123
Abcf2	ABCF2
Hs6st1	HS6ST1
Cdk7	CDK7
Kyat1	KYAT1
Ap4m1	AP4M1
Coq9	COQ9
Cfl1	CFL1
6430571L13Rik	C3orf18
Scrn1	SCRN1
Tnfsf10	TNFSF10
0610040J01Rik	C4orf19
Fabp5	FABP5
Invs	INVS
Smarcc2	SMARCC2
Dock3	DOCK3
Glud1	GLUD2
Mrps9	MRPS9
Dck	DCK
Nt5c	NT5C
Rpn1	RPN1
Zswim8	ZSWIM8
Elmod3	ELMOD3
Tlr6	TLR6
Ros1	ROS1
Dnaja4	DNAJA4
Slx4ip	SLX4IP
Tnnc2	TNNC2
Icosl	ICOSLG
Trim28	TRIM28
Pcca	PCCA
Stx12	STX12
Fkbp14	FKBP14
Sqle	SQLE
BC004004	C6orf89
Zfp438	ZNF438
Gpr176	GPR176
Treh	TREH
Rala	RALA
Iffo2	IFFO2
Dapk3	DAPK3
Lman1	LMAN1
Ccdc73	CCDC73
Spry3	SPRY3
Mplkip	MPLKIP
Slc7a5	SLC7A5
2610507B11Rik	KIAA0100
F7	F7
Mfap5	MFAP5
Pcdha11	PCDHA4
Eefsec	EEFSEC
Rag2	RAG2
Rpp25	RPP25
Smim22	SMIM22
Slc5a2	SLC5A2
P4ha1	P4HA1
Gpr183	GPR183
Pfn2	PFN2
Slitrk3	SLITRK3
Fzd2	FZD2
Car12	CA12
Syndig1	SYNDIG1
Tsc22d1	TSC22D1
Adck2	ADCK2
Togaram1	TOGARAM1
Nudcd1	NUDCD1
Zfp622	ZNF622
Asap2	ASAP2
Fxr2	FXR2
Pglyrp1	PGLYRP1
Cacng1	CACNG1
Cd209e	CD209
Arrb1	ARRB1
Slfn1	SLFN12
Slfn1	SLFN12L
Cdx4	CDX4
Malrd1	MALRD1
Olfr701	OR2AG2
Olfr701	OR2AG1
Lgals1	LGALS1
Pbld2	PBLD
Rhod	RHOD
Isca1	ISCA1
Ephb4	EPHB4
Pcdha3	PCDHA3
Fbxo16	FBXO16
Cbwd1	CBWD5
Cbwd1	CBWD6
Cbwd1	CBWD3
Bcr	BCR
Zfp866	ZNF625-ZNF20
Wwc2	WWC2
Crlf2	CRLF2
Gpsm3	GPSM3
Fadd	FADD
Zfp239	ZNF239
Lmf1	LMF1
Hipk3	HIPK3
Gm9112	FAM236D
Gm9112	FAM236B
Gm9112	FAM236A
Gm9112	FAM236C
Prrg4	PRRG4
Olfr404-ps1	OR1P1
Acot13	ACOT13
Ormdl1	ORMDL1
Pspn	PSPN
Prr15	PRR15
Abcb1a	ABCB1
Arhgef5	ARHGEF5
Yipf4	YIPF4
Zfp729a	ZNF845
Adamts13	ADAMTS13
Sumo2	SUMO2
Iqca	IQCA1
Syt12	SYT12
Ak1	AK1
Tab1	TAB1
Znrf4	ZNRF4
Gpha2	GPHA2
Hnf4a	HNF4A
Opcml	OPCML
Ankrd10	ANKRD10
Umad1	UMAD1
Alox12b	ALOX12B
Dcaf7	DCAF7
Srm	SRM
Tmem189	TMEM189
Khsrp	KHSRP
Pde12	PDE12
Sytl5	SYTL5
Bid	BID
Dusp2	DUSP2
Erbin	ERBIN
Ap4e1	AP4E1
Sostdc1	SOSTDC1
Nbn	NBN
Abi1	ABI1
Eml3	EML3
Cln8	CLN8
Lrrc31	LRRC31
Rbm18	RBM18
Ssxb5	SSX5
Ssxb5	SSX1
Ssxb5	SSX3
Ankrd60	ANKRD60
Ptgis	PTGIS
Serpinb6a	SERPINB6
Cacna1g	CACNA1G
Zswim1	ZSWIM1
Src	SRC
Casp8	CASP8
Ano8	ANO8
Acvr2a	ACVR2A
Plac8	PLAC8
Fdft1	FDFT1
Rftn2	RFTN2
Dusp15	DUSP15
Wipf3	WIPF3
Magi1	MAGI1
Rfx8	RFX8
Gm906	SPATA31E1
Ube2l6	UBE2L6
Pim1	PIM1
Gpr21	GPR21
Trim71	TRIM71
Sympk	SYMPK
Gm28539	C22orf39
Scrt2	SCRT2
Zfp947	ZNF34
Olfr735	OR4Q3
Lactb2	LACTB2
Ccdc74a	CCDC74B
Ptbp1	PTBP1
Rlbp1	RLBP1
Zdhhc24	ZDHHC24
BC052040	C15orf41
Endog	ENDOG
Ttc30a2	TTC30B
Ttc30a2	TTC30A
Socs5	SOCS5
Pemt	PEMT
Zfp458	ZNF845
Lxn	LXN
Pdzd11	PDZD11
Fabp4	FABP4
Arhgap23	ARHGAP23
Hmbs	HMBS
Rspo4	RSPO4
Gbp4	GBP6
Oprl1	OPRL1
Acot8	ACOT8
Cpne3	CPNE3
Sox15	SOX15
Telo2	TELO2
Prok1	PROK1
Grm4	GRM4
Stat3	STAT3
Rapsn	RAPSN
Unc13d	UNC13D
BC005561	THOC2
Ccdc88a	CCDC88A
Uba7	UBA7
Plekhg4	PLEKHG4
Asb2	ASB2
Fosl2	FOSL2
Krt73	KRT73
Nceh1	NCEH1
Marveld2	MARVELD2
Iglc2	IGLL5
Iglc2	IGLC1
Iglc2	IGLC2
Iglc2	IGLC3
Iglc2	IGLC7
Iglc2	IGLL1
Kcnk15	KCNK15
Gm9780	PLAC9
Asxl3	ASXL3
Ikzf3	IKZF3
Rtp4	RTP4
Igbp1	IGBP1
Gtpbp3	GTPBP3
Olfr446	OR2A12
Ddx46	DDX46
Smndc1	SMNDC1
Mss51	MSS51
Fam120a	FAM120A
Sst	SST
Tex46	TEX46
Ndufaf3	NDUFAF3
Uts2	UTS2
Galntl5	GALNTL5
Arhgef38	ARHGEF38
Tas2r126	TAS2R41
Fut11	FUT11
Spire1	SPIRE1
Atad3a	ATAD3A
Plpp6	PLPP6
Sntb1	SNTB1
Acan	ACAN
Gmpr	GMPR
Wdr91	WDR91
Rfx3	RFX3
Tcta	TCTA
Zfp706	ZNF706
Greb1	GREB1
Zyx	ZYX
Has2	HAS2
C1qtnf4	C1QTNF4
Cd2bp2	CD2BP2
Stx17	STX17
Prr36	PRR36
Zfp251	ZNF251
Psmd14	PSMD14
Sdhd	SDHD
Samd7	SAMD7
Dgkb	DGKB
Clybl	CLYBL
Ptpdc1	PTPDC1
Dusp18	DUSP18
Ccl24	CCL24
Slfn8	SLFN13
Psmg2	PSMG2
Zfp986	ZNF34
Babam1	BABAM1
Batf2	BATF2
Prr16	PRR16
Ndufs3	NDUFS3
Fgf2	FGF2
Il15	IL15
Ptpn3	PTPN3
Hsd17b4	HSD17B4
Slc25a18	SLC25A18
Atp12a	ATP12A
Tbc1d22b	TBC1D22B
Foxn1	FOXN1
A1cf	A1CF
Vwa1	VWA1
Gm21708	RBMY1F
Gm21708	RBMY1J
St6galnac6	ST6GALNAC6
Adprhl1	ADPRHL1
Slain2	SLAIN2
Muc13	MUC13
Adgra3	ADGRA3
Nefh	NEFH
Dgat2l6	DGAT2L6
1600012H06Rik	C6orf120
Nup153	NUP153
Zfp637	ZNF32
Tmem59l	TMEM59L
Mcidas	MCIDAS
Il25	IL25
Rabgap1	RABGAP1
Ttc29	TTC29
Dock4	DOCK4
Dpy30	DPY30
Prss21	PRSS21
Acoxl	ACOXL
Osbpl6	OSBPL6
Ly6g6c	LY6G6C
Ptprt	PTPRT
Zfp277	ZNF277
Gria3	GRIA3
Omg	OMG
Spink2	SPINK2
Anxa4	ANXA4
Mllt1	MLLT1
Sat2	SAT2
Pcdh19	PCDH19
Ndufa8	NDUFA8
Plcd1	PLCD1
Nedd1	NEDD1
Il9	IL9
Stam2	STAM2
Narfl	CIAO3
Gm28363	ZNF677
Mertk	MERTK
Zfp992	ZNF34
Pfas	PFAS
Mybl2	MYBL2
Saxo2	SAXO2
Itch	ITCH
Gm438	AADACL4
Dcbld1	DCBLD1
Serpinb6e	SERPINB6
Unk	UNK
Cybc1	CYBC1
Fbxl22	FBXL22
Dnajc9	DNAJC9
Fkbp1a	FKBP1A
Cops7a	COPS7A
Myo10	MYO10
Dab2ip	DAB2IP
Olfr713	OR10A5
Olfr713	OR10A2
Cyb5d1	CYB5D1
Gm10256	RBMY1F
Gm10256	RBMY1J
Cabyr	CABYR
Olfr659	OR52N4
Hnf1b	HNF1B
Galt	GALT
Pbld1	PBLD
Nobox	NOBOX
Ggact	GGACT
Strc	STRC
Myh6	MYH6
Dlgap2	DLGAP2
Cage1	CAGE1
Gsdmd	GSDMD
Olfr452	OR2F2
Olfr452	OR2F1
Trp53inp2	TP53INP2
Myh9	MYH9
Mc5r	MC5R
Larp1b	LARP1B
Ly6g6d	LY6G6D
Zswim3	ZSWIM3
Calb1	CALB1
Phox2a	PHOX2A
Peli3	PELI3
Tnmd	TNMD
Pax6	PAX6
Ostf1	OSTF1
Stard7	STARD7
Xiap	XIAP
Xiap	BIRC8
Cdkl5	CDKL5
Vac14	VAC14
Fgf6	FGF6
Trp53rkb	TP53RK
Mief1	MIEF1
Kcnv2	KCNV2
Eepd1	EEPD1
Zc3hc1	ZC3HC1
Spdye4b	SPDYE5
Spdye4b	SPDYE3
Spdye4b	SPDYE6
Dot1l	DOT1L
Fam96b	CIAO2B
Wdr27	WDR27
Svil	SVIL
Sema3c	SEMA3C
Nptx2	NPTX2
Atcay	ATCAY
Rsph14	RSPH14
Cox8b	COX8C
Tmem74	TMEM74
Bex1	BEX2
Tceal3	TCEAL5
Tceal3	TCEAL3
Aqp11	AQP11
Casp1	CASP1
Casp1	CARD17
Casp1	CARD16
Xkr4	XKR4
4430402I18Rik	SPATA6L
Gbp2	GBP2
Sf3a2	SF3A2
Ska1	SKA1
Adat3	ADAT3
Ntsr2	NTSR2
Mical2	MICAL2
Spg7	SPG7
Ddx56	DDX56
Hap1	HAP1
Tagln	TAGLN
Rab38	RAB38
Vmo1	VMO1
Vps54	VPS54
Hmg20b	HMG20B
Fam83g	FAM83G
Mro	MRO
Meioc	MEIOC
Gcnt2	GCNT2
Rundc3b	RUNDC3B
Tigar	TIGAR
Scube2	SCUBE2
Ovol1	OVOL1
Ubb	UBB
Tgfb1i1	TGFB1I1
Atr	ATR
Rspo2	RSPO2
Ttll11	TTLL11
Golm1	GOLM1
Mylk3	MYLK3
Agtpbp1	AGTPBP1
Gabra2	GABRA2
Phex	PHEX
Ajuba	AJUBA
Morn5	MORN5
Foxred2	FOXRED2
Ptcd2	PTCD2
Syt9	SYT9
Wdfy3	WDFY3
Suv39h2	SUV39H2
Hacd4	HACD4
Cdh13	CDH13
Crlf1	CRLF1
Pdcd5	PDCD5
Ankzf1	ANKZF1
Cspg5	CSPG5
Hs3st3b1	HS3ST3B1
